# timestamp tx ty tz qx qy qz qw
2.999599990000000327e-01 5.240580576298888016e-02 1.470709693937669316e-01 7.993959326831354684e-01 -1.440307273658120724e-01 3.579387349554049580e-01 3.499654243916184848e-01 8.536153778625322763e-01 
3.999599990000000105e-01 -1.053479343554093381e-02 -1.676161191724741539e-01 7.693884537274932045e-01 -1.520634191008731761e-01 3.551349586803302927e-01 3.582236632232750906e-01 8.499598136390743575e-01 
4.999599990000000438e-01 1.024183205462843027e-01 7.222955036462727629e-02 7.906794168591063654e-01 -1.490831132923115809e-01 3.564665449994086632e-01 3.562266199657124766e-01 8.507693123609126884e-01 
5.999599990000000771e-01 4.703778951061809988e-02 7.943001721528379633e-02 7.787486520905555487e-01 -1.450406971145925816e-01 3.532170257134473190e-01 3.511559708500128218e-01 8.549212905660051876e-01 
6.999599990000000549e-01 3.174175879158122604e-02 5.080382369481746541e-02 7.822739334429095193e-01 -1.476464263256604681e-01 3.570544765732620585e-01 3.534475094532874007e-01 8.519316237900336208e-01 
7.999599990000000327e-01 2.600379573613148185e-02 4.521290982023919158e-02 7.790159554643854012e-01 -1.462263154455814007e-01 3.551402511217477964e-01 3.516792095583151090e-01 8.537066242385786818e-01 
8.999599990000000105e-01 2.592662369092458771e-02 4.437212169354504132e-02 7.809364935665044083e-01 -1.470651363770494047e-01 3.560478616908499538e-01 3.518136723364820306e-01 8.531288916716462944e-01 
9.999599990000000993e-01 2.818777234447783497e-02 4.493749724986052796e-02 7.804871090010843115e-01 -1.461385483443561895e-01 3.564741588143237605e-01 3.518473190883115165e-01 8.530962213231239044e-01 
1.099959998999999966e+00 3.121833530701998566e-02 4.151061559124962635e-02 7.855949430010434886e-01 -1.476981189192994592e-01 3.553760534075965927e-01 3.526464122133515233e-01 8.529558220008774949e-01 
1.199959999000000055e+00 3.126493229770273274e-02 3.903797999541072650e-02 7.765301566986066995e-01 -1.463669299400141843e-01 3.549309205942876022e-01 3.529977172221497317e-01 8.532252780256674995e-01 
1.299959998999999922e+00 2.761919195955459677e-02 3.901940818692040819e-02 7.716527549544081044e-01 -1.468552502783060376e-01 3.545777029660534541e-01 3.535541863191984380e-01 8.530578089210500980e-01 
