# timestamp tx ty tz qx qy qz qw
1.999599989999999994e-01 4.929115068783824355e-02 1.472601036208656677e-01 8.050646727356312038e-01 -1.460523645012794802e-01 3.575505995129775738e-01 3.535247096766077068e-01 8.519662876308933264e-01 
2.999599990000000327e-01 1.620780777755003246e-02 -1.935560775789675336e-01 7.701466938809770069e-01 -1.501400770545193719e-01 3.563363803415417475e-01 3.516803833418261638e-01 8.525275651142885103e-01 
3.999599990000000105e-01 4.340696778587721516e-02 -4.318146422090676784e-02 7.830220626807670170e-01 -1.522302984250341329e-01 3.537624418871833099e-01 3.639418188209643246e-01 8.480710014289668530e-01 
4.999599990000000438e-01 6.209885151385145796e-02 4.155497173261179372e-02 7.874982490501279964e-01 -1.473612048701180566e-01 3.568286602610188929e-01 3.525759047551104142e-01 8.524366333644212146e-01 
5.999599990000000771e-01 4.257200964905077240e-02 5.863744232616181079e-02 7.776050729496267744e-01 -1.470213885803862419e-01 3.533403928912771108e-01 3.537942626230246024e-01 8.534429669206743396e-01 
6.999199980000000432e-01 3.443214667364224296e-02 5.738442588775187481e-02 7.773980025650710779e-01 -1.467278515638259506e-01 3.559875914071019554e-01 3.519206678016407741e-01 8.531679880971162477e-01 
7.999199980000000210e-01 3.413199966949877207e-02 5.176172366642770029e-02 7.777806686347623621e-01 -1.460663477001755695e-01 3.555505127223296258e-01 3.508381173866806368e-01 8.539092869626080384e-01 
8.999599990000000105e-01 2.307094681354947621e-02 4.697084835676063053e-02 7.763035154354646084e-01 -1.463725328218967725e-01 3.558730991108624564e-01 3.527582215709921809e-01 8.529308624259083205e-01 
9.999599990000000993e-01 1.950559202296292538e-02 3.931594510036616474e-02 7.779254352865816458e-01 -1.467898087369761684e-01 3.556030141583091941e-01 3.523353900453512488e-01 8.531465415121116669e-01 
1.099959998999999966e+00 2.251312976468052701e-02 3.967947608643465629e-02 7.803161303618917355e-01 -1.470071197424905607e-01 3.559902702640932448e-01 3.523869412847021043e-01 8.529263026981446227e-01 
1.199959999000000055e+00 2.458306404678298543e-02 4.341852022443053183e-02 7.803211653782536894e-01 -1.467474905655587747e-01 3.551074190863459101e-01 3.521758336149257707e-01 8.534260818255893222e-01 
1.299959998999999922e+00 2.762612250820491860e-02 3.987837658202506713e-02 7.783834622941394610e-01 -1.469409164714607641e-01 3.552039492626379857e-01 3.531866415630601219e-01 8.529347675620679858e-01 
1.399959999000000010e+00 3.544868927999362401e-02 3.778153307993303844e-02 7.796955219076949772e-01 -1.470169953284249376e-01 3.556368008312270068e-01 3.530579469528861147e-01 8.527945561930757590e-01 
1.499959999000000099e+00 3.214690934906695718e-02 3.710182745776287316e-02 7.795874904214873391e-01 -1.474363597601290321e-01 3.557513349584097151e-01 3.526408639924942245e-01 8.528469549330749411e-01 
1.599959999000000188e+00 3.600918701919358922e-02 3.243824407800752208e-02 7.782120073622548206e-01 -1.472183212553149767e-01 3.556814136312162478e-01 3.532514843656421322e-01 8.526610620155801179e-01 
1.699879997000000031e+00 3.557578119124127358e-02 3.490615906927724971e-02 7.805603074856241053e-01 -1.475630305816338916e-01 3.554273129298368139e-01 3.532627543137372150e-01 8.527027639475035503e-01 
1.799959998999999922e+00 3.560332857531173928e-02 3.104868121573789094e-02 7.784873112012953289e-01 -1.471961993483623388e-01 3.550628353231715661e-01 3.537758090478996253e-01 8.527053059540392610e-01 
1.899879997000000209e+00 3.473568145059850037e-02 3.450025542014097113e-02 7.763057407411549926e-01 -1.468920167439088376e-01 3.545554383650231234e-01 3.531224628394843967e-01 8.532395342345960865e-01 
1.999959999000000099e+00 3.017856846370406756e-02 3.689626731317868780e-02 7.810720266793437228e-01 -1.469068382280811769e-01 3.556534966700908851e-01 3.530882189789081305e-01 8.527940436040044592e-01 
2.099959999000000188e+00 2.836228307679523886e-02 3.734434898944270081e-02 7.815711441210509980e-01 -1.468086592061037254e-01 3.561800572913682017e-01 3.524245236082244603e-01 8.528657218633773907e-01 
