# timestamp tx ty tz qx qy qz qw
2.429199990000000253e-01 -4.766935209597134016e-01 -4.799744688129772840e-01 4.517672278735555547e-01 -2.068278340639539796e-03 4.215125031864746640e-04 -9.271267161186704797e-01 3.747420403569975966e-01 
3.429199990000000309e-01 -2.783144253855106554e-01 -3.325960712238809625e-01 5.402158674985023668e-01 -9.124911823702911524e-05 -5.944097975150947153e-04 -9.221950142793906569e-01 3.867247005155288186e-01 
4.429199990000000087e-01 -3.973739417867402923e-01 -3.898257330725188874e-01 5.276850652682721909e-01 5.901570324272331289e-03 1.715862616005488662e-03 -9.261246678691149592e-01 3.771675050259660211e-01 
5.429199989999999865e-01 -4.104735131857168429e-01 -3.929901282757999881e-01 5.090524602648397456e-01 -2.079867064782498377e-03 -4.024421581075288937e-04 -9.224412619686275239e-01 3.861316231688727840e-01 
6.429199990000000753e-01 -4.053252596075778702e-01 -3.923709264820982590e-01 5.032845322291994439e-01 2.211286231203363228e-04 3.948144872038784827e-04 -9.240263639361169234e-01 3.823284896193995253e-01 
7.429199990000000531e-01 -4.030170703692066980e-01 -3.895232171868674986e-01 5.014293952677422173e-01 -8.820281872059836581e-04 1.879951690101841488e-05 -9.237123171475462025e-01 3.830858609016601912e-01 
8.401200040000000868e-01 -3.944673051794837515e-01 -3.863943911465017589e-01 5.040814961774162661e-01 -5.391355125702687210e-04 -5.258146497175021205e-04 -9.235683474840918894e-01 3.834330976550628933e-01 
9.428799980000001080e-01 -3.880020541772140064e-01 -3.875005001225578227e-01 5.053876279497884205e-01 -2.088346898926219254e-04 6.524083077057329016e-04 -9.239407943758990438e-01 3.825348863038571245e-01 
1.042919998999999986e+00 -3.860981323193864445e-01 -3.879097320184352049e-01 5.016836437994782738e-01 -6.149207290367226207e-04 -4.893332032056912050e-04 -9.238968382190944073e-01 3.826408430294311325e-01 
1.142919999000000075e+00 -3.868984661149776350e-01 -3.885269778544168107e-01 5.017708064209795982e-01 -5.067633522824377314e-04 -1.482419991805030042e-03 -9.237927514156212272e-01 3.828896682516115813e-01 
1.242919998999999942e+00 -3.866152937800207412e-01 -3.885558463097267823e-01 5.011313065662480470e-01 -6.057508721431006373e-04 4.399723478790571666e-04 -9.239877060024588307e-01 3.824214411438355832e-01 
1.342919999000000031e+00 -3.840600414759263725e-01 -3.892971881665777678e-01 4.999678539715654013e-01 -7.863113781927347657e-05 -1.192596439018405591e-03 -9.240518061143160322e-01 3.822653936046900847e-01 
