# timestamp tx ty tz qx qy qz qw
2.429199990000000253e-01 -4.758549966103546303e-01 -4.685169733809361192e-01 4.554549560996403179e-01 -1.396739164437428441e-03 1.360665399901156728e-05 -9.268711562676859028e-01 3.753770219573490663e-01 
3.429199990000000309e-01 -2.947985222810323158e-01 -3.280521567610286682e-01 5.437740454849243621e-01 -3.599776418546474883e-04 -3.007946419744257204e-04 -9.217564263515524159e-01 3.877690942020731169e-01 
4.429199990000000087e-01 -4.017711770684566641e-01 -3.829895389478492618e-01 5.270313980489002015e-01 6.710621986271221757e-03 2.259461706166504113e-03 -9.256410458704553701e-01 3.783365123606304281e-01 
5.429199989999999865e-01 -4.040149127643642979e-01 -3.930146053251945548e-01 5.119727688927021569e-01 -2.291502586767165187e-03 -2.501738203762354958e-04 -9.226333211773055654e-01 3.856714159518299656e-01 
6.429199990000000753e-01 -3.996739821052620600e-01 -3.986777902762209669e-01 5.000919231880011084e-01 2.110823195790962280e-04 1.049041479261979672e-05 -9.242447290428302820e-01 3.818005188193838162e-01 
7.429199990000000531e-01 -3.972864565696065942e-01 -3.955810066576896933e-01 4.989320228287879577e-01 -1.329024100467068089e-03 -1.538086774816134678e-04 -9.236944682709330445e-01 3.831275757805865934e-01 
8.400400020000000634e-01 -3.947560383859408661e-01 -3.904451262444740833e-01 5.006774101092956730e-01 -9.855506819357422177e-04 -3.990887088236611414e-04 -9.237283208103209686e-01 3.830468101303033390e-01 
9.429199990000000087e-01 -3.925231740535197189e-01 -3.878372985917020732e-01 4.994791348629949446e-01 -5.808154501529985778e-04 -3.066027954977538811e-04 -9.239695333456463544e-01 3.824655149123475928e-01 
1.042919998999999986e+00 -3.885354735801908599e-01 -3.901012799840629097e-01 4.976664216803463603e-01 -9.248442080989993739e-04 -7.112756276638405352e-04 -9.240647514517290606e-01 3.822341872133189766e-01 
1.142879997999999953e+00 -3.852425786597301061e-01 -3.955259662662939379e-01 5.004675516475136643e-01 -5.755585342257878417e-04 -8.516957065754849395e-04 -9.240171977354680877e-01 3.823495280968579602e-01 
1.242919998999999942e+00 -3.804178615031311717e-01 -3.955101460355636145e-01 4.982694580935900786e-01 -1.170000379664216548e-03 1.790678060692262714e-04 -9.242970051072868509e-01 3.816721700406418005e-01 
1.342919999000000031e+00 -3.821243495838317350e-01 -3.908927609440132067e-01 4.987274814117437782e-01 -5.877110455028700109e-04 -1.911667509439573349e-03 -9.240231696830129016e-01 3.823312464500102092e-01 
1.442839997000000096e+00 -3.874032329932534102e-01 -3.929964861357443939e-01 4.994481000573783858e-01 -8.016475143396387549e-04 3.019531469765541782e-05 -9.240187592582637111e-01 3.823462945921206058e-01 
1.542919998999999986e+00 -3.887116244059711789e-01 -3.925096537245926220e-01 4.958796608083905211e-01 -9.090978736646207784e-04 -1.943837347876017886e-04 -9.240847799124815021e-01 3.821864143191387453e-01 
1.642919999000000075e+00 -3.889732002060428684e-01 -3.935785598972858512e-01 4.975094576165770555e-01 -1.029385116806215373e-03 -1.287937545503240952e-03 -9.239334704782435903e-01 3.825496356202536807e-01 
1.742919999000000164e+00 -3.884569147512630383e-01 -3.915131795746707999e-01 4.969632642476110584e-01 -1.058573462002747410e-03 1.440923407751311110e-04 -9.238510143336295943e-01 3.827507831139560501e-01 
1.842799996000000107e+00 -3.889630541275692077e-01 -3.886085638268672593e-01 4.976304414089627315e-01 -6.684534455268969014e-04 -1.153469265900006072e-03 -9.239764874421126928e-01 3.824469549267965895e-01 
1.942919998999999898e+00 -3.909828711063953466e-01 -3.888885373938555934e-01 5.002434088643519239e-01 -1.163653795068665371e-03 2.860699056028107468e-06 -9.238410404444395985e-01 3.827745784299119158e-01 
2.042919998999999986e+00 -3.894341771651032014e-01 -3.903323511733734485e-01 5.040410788976177336e-01 -3.189848064167753912e-04 2.477988690029749681e-04 -9.239379779887612054e-01 3.825420887620773480e-01 
2.139279999999999848e+00 -3.864058594376631461e-01 -3.898393170101793759e-01 5.038603074495682232e-01 -4.800045575240968971e-04 -6.532539456256182975e-04 -9.238867023833565728e-01 3.826652636627924098e-01 
