# timestamp tx ty tz qx qy qz qw
1.999599989999999994e-01 1.031206895829830661e-01 1.505841245222965252e-01 8.004792012593120454e-01 -1.299831631792973674e-01 3.315741077786542590e-01 3.770892633036315167e-01 8.549658916248168428e-01 
2.999599990000000327e-01 4.130399795975942673e-02 -1.385313509725211167e-01 7.149084842071140589e-01 -1.606584873597930729e-01 3.610971277908747723e-01 3.321119420476965067e-01 8.564457791884734217e-01 
3.999599990000000105e-01 2.632313198486983807e-02 -3.540327081798477771e-02 7.745827215665819221e-01 -1.464950997177261738e-01 3.461584063258803523e-01 3.714995388471605819e-01 8.489414797999723650e-01 
4.999599990000000438e-01 5.235553431310709799e-02 1.183086721562144790e-02 7.853895934663450706e-01 -1.478188165732232662e-01 3.541985623319267584e-01 3.629201756789112721e-01 8.491065433701922016e-01 
5.999599990000000771e-01 4.791475761562015434e-02 4.631504886776546814e-02 7.917636733744046751e-01 -1.458790548407119803e-01 3.597516359764643679e-01 3.460032316694792165e-01 8.541544505798203124e-01 
6.998799970000000314e-01 3.541584335782319709e-02 4.700574475281649872e-02 7.911044105644629010e-01 -1.495808081241876142e-01 3.554652616258847098e-01 3.551040025641863940e-01 8.515698309481440909e-01 
7.999599990000000327e-01 2.985869243431984316e-02 3.758604972713646547e-02 7.852723152178900934e-01 -1.472200232233955020e-01 3.560019695710301968e-01 3.521240843257576469e-01 8.529932541710965044e-01 
8.999599990000000105e-01 3.272547633042213050e-02 3.887096175913925394e-02 7.831570660434348241e-01 -1.467488856862622926e-01 3.574326365346910395e-01 3.525628432818317948e-01 8.522946183255706298e-01 
9.998799970000000759e-01 2.584654061142665701e-02 3.982560436738730170e-02 7.826156425692454288e-01 -1.469857611955237564e-01 3.550497924397086336e-01 3.522951385654108369e-01 8.533598105356674512e-01 
1.099959998999999966e+00 2.892232732986415450e-02 4.279339692748029139e-02 7.807719901406270369e-01 -1.468349365129248685e-01 3.564052241155016287e-01 3.524898664155747818e-01 8.527401196828694463e-01 
1.199839996000000131e+00 2.285335722343922321e-02 4.793792463402701820e-02 7.747948907571478028e-01 -1.463433131266412557e-01 3.547997581408628420e-01 3.518863639108730790e-01 8.537427910207427972e-01 
1.299959998999999922e+00 2.142523023360041676e-02 4.514949772488439234e-02 7.777315464874805517e-01 -1.469905892148762050e-01 3.551763327099689560e-01 3.517028201966495571e-01 8.535506227697828852e-01 
