# timestamp tx ty tz qx qy qz qw
4.693040000999999961e+00 -3.811619482128567049e-01 -3.557211394439489527e-01 4.866874569208307078e-01 1.953591511393288141e-03 8.911996889260087595e-04 9.229159906707198324e-01 -3.849956298099751484e-01 
4.790120003000000182e+00 -3.693226751130613272e-01 -3.944629533193009796e-01 5.016927697572798328e-01 4.845900216440086547e-04 1.202194081244114046e-03 9.245831972522855491e-01 -3.809782183088916696e-01 
4.890120002999999826e+00 -3.684827726769373535e-01 -3.934183375325492338e-01 5.026655205614093402e-01 4.409122657605526259e-04 4.083997641780302531e-04 9.246790398022532997e-01 -3.807472701432842443e-01 
4.990120003000000359e+00 -3.604696918065999900e-01 -3.892461608243168447e-01 5.065036562821394472e-01 -9.660151980992524694e-04 -4.671534198581712245e-04 9.246534991307739926e-01 -3.808082544965509242e-01 
5.110000000000000320e+00 -3.388201287277190499e-01 -3.290839355283236567e-01 5.100142104652385378e-01 -1.106175577702717735e-03 9.602962815985212168e-04 9.226458567065254357e-01 -3.856457556801285436e-01 
5.260200000000000209e+00 -2.650935032254790880e-01 -2.367596437674991949e-01 5.061335407212637083e-01 -6.864608631512478069e-04 -7.726827814802209341e-04 9.234566050934276404e-01 -3.837017094140904305e-01 
5.360560000000000436e+00 -1.969633730121433390e-01 -1.774853099304463389e-01 5.052543198922015977e-01 -8.831382980666095889e-04 -9.428349967901469841e-04 9.244758531956166481e-01 -3.812386385878568928e-01 
5.460840000000000138e+00 -1.400505612729608107e-01 -1.233875071029910953e-01 5.051928731647084003e-01 8.339291324920873605e-04 -1.750652624881391100e-03 9.254181408498912687e-01 -3.789428399227109945e-01 
5.561199999000000282e+00 -9.451160733860886065e-02 -7.370166937929650830e-02 5.056219012758322862e-01 -1.124830673577712842e-04 -1.173201647418471065e-03 9.263839469277572736e-01 -3.765787638531574721e-01 
5.661400000000000432e+00 -3.802481483325870215e-02 -2.042957623116414823e-02 5.111420818760352702e-01 6.827067384588863174e-04 -1.946648213466102041e-03 9.275502517053666462e-01 -3.736929844119631916e-01 
5.761639999999999873e+00 1.914425837270755659e-02 3.353732146278021187e-02 5.168670775274846196e-01 -4.680430608639512126e-04 -9.466415224022164477e-04 9.290777848314194509e-01 -3.698831249238452856e-01 
5.861799999999999677e+00 5.559261031073720050e-02 7.413184780903997462e-02 5.190862012875510079e-01 -1.370534853152692231e-03 2.298603298066505480e-04 9.307682354158156590e-01 -3.656073471698008115e-01 
5.962039998999999924e+00 1.009805727933474895e-01 1.243215912132615841e-01 5.158470172001876630e-01 8.553187341870409279e-05 -3.554785870146363359e-04 9.317775896343938324e-01 -3.630296976000126907e-01 
