# timestamp tx ty tz qx qy qz qw
4.750080001999999801e+00 -4.036112352398697756e-02 -4.080645431913082488e-02 7.691230986860970731e-01 -1.451682282517106348e-01 3.520356044422109920e-01 3.543459615391593154e-01 8.540701117245692586e-01 
4.850080002000000334e+00 -2.829865801116039636e-02 -1.658757747630255561e-02 7.601578302674977250e-01 -1.469113097823745440e-01 3.525200367836194282e-01 3.551684070724372977e-01 8.532302097504480543e-01 
4.950080001999999979e+00 -3.664512702061909627e-02 -1.883826315031677037e-02 7.535741655081543700e-01 -1.456149277548024756e-01 3.529458729700604702e-01 3.554151183317066920e-01 8.531736603521516971e-01 
5.050159999999999982e+00 -1.497064296885984407e-02 4.651571904090013101e-03 7.567879273449016342e-01 -1.469501710249062343e-01 3.538264402529363029e-01 3.547044720490684089e-01 8.528756840308799880e-01 
5.150319999999999787e+00 1.351900526780774325e-01 1.509082745987662399e-01 7.511937222966658112e-01 -1.459435194249236734e-01 3.546807002839029166e-01 3.557431557655466592e-01 8.522608723853409840e-01 
5.250080001999999801e+00 3.370650847081552159e-01 3.427852104988126092e-01 7.500528841143822012e-01 -1.414034250498051593e-01 3.559069216658110602e-01 3.433488878041240921e-01 8.575818172205414980e-01 
5.350080002000000334e+00 5.263266815327802828e-01 5.166804728594740492e-01 7.593073457405757898e-01 -1.363552989367782242e-01 3.567464808812659816e-01 3.303428634662762264e-01 8.631410492362528997e-01 
5.450080001999999979e+00 6.940179659487856201e-01 6.637465746866731964e-01 7.648371195149086255e-01 -1.285459838420256184e-01 3.590144860836920748e-01 3.129683470063106543e-01 8.698477108559568016e-01 
5.550080001999999624e+00 8.224836148738819963e-01 7.796338305304113536e-01 7.726976386693233945e-01 -1.185528041560574147e-01 3.613310900551679472e-01 2.897177473269775261e-01 8.783213536964269430e-01 
5.650080002000000157e+00 9.365726148186717115e-01 8.593968287540342255e-01 7.731648466924793128e-01 -1.069599638936610392e-01 3.653627312622585999e-01 2.586470529716090039e-01 8.877899752794088384e-01 
5.750080001999999801e+00 1.072592875415805391e+00 9.423853886173982897e-01 7.744546944712945580e-01 -8.911030285002470575e-02 3.709656010891909661e-01 2.170213988063793842e-01 8.985239488648562034e-01 
5.850080002000000334e+00 1.183775966400140378e+00 9.798937265186781209e-01 7.747609443808133323e-01 -6.668608183896763963e-02 3.755808621998074082e-01 1.603052018045536542e-01 9.103811960940739745e-01 
5.950240002000000139e+00 1.296349234236314985e+00 1.005077504917411435e+00 7.691135114196306910e-01 -3.742395784553886884e-02 3.799543979634374402e-01 8.701667883440999951e-02 9.201423248286680900e-01 
6.050519999999999676e+00 1.405935187436315292e+00 1.022427194653164673e+00 7.599294408458793226e-01 1.017273848531469009e-03 3.836547053522791906e-01 -4.460668754111159033e-03 9.234651223182709368e-01 
6.150799999000000184e+00 1.503908621643083476e+00 1.042204698711311384e+00 7.576851338393236768e-01 4.367393227260851774e-02 3.811723832667420764e-01 -1.051289354053004527e-01 9.174681500216814722e-01 
6.251159999999999606e+00 1.598805722631191584e+00 9.939421132049873764e-01 7.556063448452583486e-01 8.668832160337175408e-02 3.733540358684184768e-01 -2.122969224942073130e-01 8.989002241555522632e-01 
6.351240001999999940e+00 1.690399261742295600e+00 9.278249594474995421e-01 7.589634788740732274e-01 1.293311849922608447e-01 3.604009308497334030e-01 -3.142309082719473290e-01 8.687020475437998712e-01 
6.509999999999999787e+00 1.795810710753642736e+00 7.973766363338079532e-01 7.580772015910397510e-01 1.791650080797950462e-01 3.359834789154861889e-01 -4.391642470966021783e-01 8.137256683531294277e-01 
6.630040001000000238e+00 1.878276644636302173e+00 6.639636473853605114e-01 7.584821874147937848e-01 2.075658810152727907e-01 3.211878227609873959e-01 -5.046783635516236544e-01 7.739859394073791421e-01 
6.730319999999999858e+00 1.943743687769529993e+00 5.431471865220460771e-01 7.657380715386487013e-01 2.251858084292714390e-01 3.064936968873925860e-01 -5.485051198778240211e-01 7.446440736400347093e-01 
6.830639998999999740e+00 1.988044391342059791e+00 4.023193040475037119e-01 7.675576616377008943e-01 2.384220800723248213e-01 2.957719809904141850e-01 -5.831876533645445893e-01 7.180290422031725406e-01 
6.930920000000000414e+00 2.018433521294625610e+00 2.563875635708005585e-01 7.676004388642603260e-01 2.516272205847209231e-01 2.845911867131658557e-01 -6.133591019239112985e-01 6.924463213001784689e-01 
7.120040000000000369e+00 2.036628270646822614e+00 -3.183514692865554996e-02 7.661101539957557716e-01 2.725472472780359201e-01 2.645574328948507858e-01 -6.613792054300098311e-01 6.467647229209989579e-01 
7.220279999999999809e+00 2.044572198168200128e+00 -1.778296808043751953e-01 7.581490464846115662e-01 2.841889705524019982e-01 2.554061279424953979e-01 -6.833755700879099448e-01 6.220947407926464834e-01 
7.320559999000000317e+00 2.016784309567769107e+00 -3.326091093196935078e-01 7.539886636177255408e-01 2.953987946925172303e-01 2.445496923981552162e-01 -7.076119860761889147e-01 5.934812336481632977e-01 
7.420880000000000365e+00 1.969998031600967980e+00 -4.784035692031566311e-01 7.518827229151350267e-01 3.041165784043711739e-01 2.326299616667474590e-01 -7.341332475191642004e-01 5.607534931238229436e-01 
7.521119999999999806e+00 1.919868785476035233e+00 -6.030159309071432272e-01 7.576832092981476974e-01 3.153950235920981449e-01 2.164658011494328405e-01 -7.620109558767100832e-01 5.225012312320399532e-01 
7.640120000999999661e+00 1.863501472734250264e+00 -7.360604295665336139e-01 7.639135591024316385e-01 3.310944873134004096e-01 1.892249953712303590e-01 -8.005530504932654168e-01 4.622605893134553168e-01 
7.740479999999999805e+00 1.795858535001130019e+00 -8.330389462463487771e-01 7.680430273193011859e-01 3.444436882445590098e-01 1.623482644963522015e-01 -8.352631380562008934e-01 3.966569983462760463e-01 
7.840799998999999687e+00 1.720690214117011285e+00 -9.151128763049826143e-01 7.647251745648141474e-01 3.573921449785309457e-01 1.285969920430511948e-01 -8.699401751501348867e-01 3.145432521831282302e-01 
