# timestamp tx ty tz qx qy qz qw
4.750080001999999801e+00 -3.933174135331111709e-01 -3.935968955323335683e-01 5.170460487907418967e-01 -1.601617515934838747e-03 -1.485047889379833425e-03 9.237763051288667704e-01 -3.829265453082750792e-01 
4.850080002000000334e+00 -3.802693527453971933e-01 -3.712167550275830563e-01 5.092856444238740288e-01 -8.326425993772143931e-04 -1.893890221477816137e-04 9.231857223294861470e-01 -3.843534369434696285e-01 
4.950080001999999979e+00 -3.892621802174778822e-01 -3.727451469771644321e-01 5.025896868504280413e-01 -4.175808410520377169e-04 -1.481501989788869874e-03 9.232964387076316726e-01 -3.840852621659331390e-01 
5.050159999999999982e+00 -3.678385433867803478e-01 -3.500184219887539916e-01 5.072372963317639538e-01 5.099879613462208854e-04 2.405510996731103699e-05 9.233581246397287723e-01 -3.839396887020242177e-01 
5.150319999999999787e+00 -2.179624216428885375e-01 -2.037857864876380376e-01 5.020802339758393407e-01 1.534500217124585512e-03 -1.303458074434442077e-03 9.231170256498575366e-01 -3.845140762399564260e-01 
5.250080001999999801e+00 -2.553309136627340825e-02 -1.804692815044528498e-03 5.003281588787718004e-01 6.311339343750041030e-04 -7.548540094639412477e-04 9.285021919714280259e-01 -3.713258446900900567e-01 
5.350080002000000334e+00 1.542543087395928381e-01 1.831947819100221975e-01 5.084457893227565251e-01 -7.206503993419406803e-04 -4.414997586983779223e-04 9.339595369652320400e-01 -3.573780080220773092e-01 
5.450080001999999979e+00 3.088307153644612724e-01 3.459975005746002141e-01 5.133448034482624989e-01 -1.191827639218988842e-03 -1.007393184273667162e-03 9.410236132282873145e-01 -3.383375468637813133e-01 
5.550080001999999624e+00 4.213042309119941486e-01 4.832948072725098410e-01 5.200707154586932113e-01 -2.294302963504713314e-03 -1.342223637874379429e-03 9.497387645001799106e-01 -3.130325628117010539e-01 
5.650080002000000157e+00 5.158901079999451689e-01 5.910430958652197475e-01 5.209851891986452266e-01 -2.193054854769310291e-03 -1.623129403190731897e-04 9.600294750943908495e-01 -2.798905905529399107e-01 
5.750080001999999801e+00 6.280349850394437716e-01 7.147845098239767880e-01 5.231616399931859895e-01 -1.124412915471469663e-03 -7.237217002556103115e-04 9.720905037876942378e-01 -2.346027193649994347e-01 
5.850080002000000334e+00 7.145714489997305741e-01 8.088769478436624860e-01 5.233997313525781125e-01 -1.398062147627838168e-03 2.634559153694530920e-04 9.848113583117522607e-01 -1.736223952102449730e-01 
5.950240002000000139e+00 8.058603144567837440e-01 9.101919454281068855e-01 5.181166442553830631e-01 -1.092882953774068720e-03 1.275221045306871963e-03 9.955031481126491721e-01 -9.471448189748486735e-02 
